item_id,model,condition,output,seconds,gpu,coverage,n_attrs,unsupported_terms,words,echo,reps,usable,unsup_any
B01N16EEHY,smolvlm-500m,image_only,A blue slide with silver studs. One practical benefit is that it's very sparkly.,1.03,Tesla T4,0.25,4,1,15,True,1.0,False,True
B07PRQ57J6,smolvlm-500m,image_meta,"Amazon Brand - Solimo Room Darkening Blackout Window Curtain, 5 Feet, Set of 2 (Blue) - Amazon Brand - Solimo - Room Darkening Blackout Window Curtain, 5 Feet, Set of 2 (Blue) - Amazon Brand - Solimo - Room Darkening Blackout Window Curtain, 5 Feet, Set of 2 (Blue) - Amazon Brand - Solimo - Room Darkening Blackout Window Curtain, 5 Feet, Set of 2 (Blue) - Amazon Brand - Solimo - Room Darkening Blackout Window Curtain, 5 Feet, Set of 2 (Blue) - Amazon Brand - Solimo - Room Darkening Blackout Window Curtain,",6.92,Tesla T4,0.75,4,0,78,False,0.2065217391304347,False,False
B07PRQ57J6,smolvlm-500m,image_only,"A blue fabric curtain. Key features: 100% cotton. Practical benefit: 100% cotton is a soft, durable fabric.",1.79,Tesla T4,0.25,4,1,17,False,1.0,True,True
B082QL2WKF,smolvlm-500m,image_meta,The léopard pattern is a classic and stylish choice for a pair of shoes. The pointed toe and mini heel make it perfect for a variety of occasions.,1.68,Tesla T4,0.6666666666666666,3,0,29,False,1.0,True,False
B082QL2WKF,smolvlm-500m,image_only,Levis. Minding your own business.,0.62,Tesla T4,0.0,3,0,5,False,1.0,True,False
B07WL3YXZD,smolvlm-500m,image_meta,This set of 48 white plastic hanger is perfect for everyday use. It is lightweight and easy to store. It is also easy to clean and maintain.,1.97,Tesla T4,0.5,4,0,27,False,1.0,True,False
B07WL3YXZD,smolvlm-500m,image_only,Clothespin. White. 15. 100% cotton. 90 degrees. 1500.,1.93,Tesla T4,0.25,4,1,8,False,1.0,True,True
B08CKRTT15,smolvlm-500m,image_meta,Bourge Men's Vega-5 Navy Running Shoes-12 UK (46 EU) (13 US) (Vega-5-12) is a pair of running shoes. The shoes are navy in color and made of mesh material. They are designed for running and have a comfortable fit. One practical benefit of these shoes is that they are lightweight and easy to move around in.,4.16,Tesla T4,1.0,4,0,61,True,1.0,False,False
B08CKRTT15,smolvlm-500m,image_only,"A pair of blue, knit, slip-on shoes. The shoes have a white sole. One practical benefit is that they are comfortable and stylish.",1.55,Tesla T4,0.25,4,2,24,True,1.0,False,True
B003JFJWT8,smolvlm-500m,image_meta,"This super soft and super absorbent wash cloth is perfect for cleaning your hands and keeping them clean. It's made from 100% cotton and is super absorbent, so you can easily wipe it down after washing your hands. It's also super soft, so you won't need to worry about scratching your skin.",3.14,Tesla T4,0.5,4,0,55,False,1.0,True,False
B003JFJWT8,smolvlm-500m,image_only,A phone case. It's soft and fluffy. It's gray.,1.0,Tesla T4,0.0,4,1,11,False,1.0,True,True
B01N6WEDO5,smolvlm-500m,image_meta,"The Fix Women's Zavala Structured Bow Ballet Flat, Black, 9 B US is a versatile ballet flat suitable for both indoor and outdoor use. It features a structured bow on the toe, providing a secure and elegant fit. The flat is made from high-quality suede material, which offers durability and comfort. The sole is made from rubber, ensuring it is durable and easy to clean. The flat is also lightweight, making it easy to carry around.",5.37,Tesla T4,0.6666666666666666,3,1,78,False,0.972972972972973,True,True
B01N6WEDO5,smolvlm-500m,image_only,A black suede flat for a child. It has a bow on the side. One practical benefit is that it is very comfortable.,1.58,Tesla T4,0.6666666666666666,3,0,23,True,1.0,False,False
B01N9X5U1W,smolvlm-500m,image_meta,"The Fix is a versatile footwear brand known for their stylish and durable sandals. The item you're looking at here is a cross-strap sandal, which is a popular choice for its comfort and style. The sandal features a shiny, satin-like material that adds a touch of elegance to your outfit. The cross-strap design allows for a comfortable fit and a snug fit, making it perfect for those who enjoy a snug fit. The sandal also comes with a sturdy base that provides support and stability, ensuring that you can walk confidently. One practical benefit of this item is that it is a great option for those who want to add a bit of sophistication to their appearance without breaking the bank.",6.29,Tesla T4,0.3333333333333333,3,0,125,True,0.9915966386554622,False,False
B01N9X5U1W,smolvlm-500m,image_only,"A pair of light orange, satin, flat sandals with a blue sole.",1.11,Tesla T4,0.3333333333333333,3,1,12,False,1.0,True,True
B004C046TA,smolvlm-500m,image_meta,"This stylish and durable coffee table is perfect for adding a touch of style to any room. The Strathwood Signature Tavolara Teak Coffee Table features a distressed finish that gives it a rustic and unique look. The table is also made from high-quality teak wood, which is known for its durability and resistance to decay. The Strathwood Signature Tavolara Teak Coffee Table is a great option for anyone looking for a stylish and functional piece of furniture.",5.12,Tesla T4,1.0,4,0,78,False,0.92,True,False
B004C046TA,smolvlm-500m,image_only,"A coffee table. This is a simple, rustic design with a natural wood finish. It features a rectangular top with slats of wood running lengthwise, creating a slatted effect. The legs are connected by a circular base, which is also made of wood. This type of table is ideal for use in a living room or dining area, providing ample storage space and a sturdy foundation. The circular base ensures stability, and the slats allow for easy cleaning and maintenance.",4.06,Tesla T4,0.75,4,0,80,False,1.0,True,False
B00EQ5FO3I,smolvlm-500m,image_meta,"Pinzon Ultrasoft 300 Percale Cotton Duvet Cover Set is a soft, durable, and comfortable duvet cover made from 300% cotton. The duvet cover is light blue in color and is perfect for adding a touch of color to your bedroom. The duvet cover is made from 300% cotton, which makes it soft and comfortable to sleep on. The duvet cover is also lightweight and easy to fluff up, making it perfect for a cozy and relaxing night.",5.46,Tesla T4,0.5,4,0,77,False,0.9333333333333332,True,False
B00EQ5FO3I,smolvlm-500m,image_only,Couch. Blue. Couch.,1.12,Tesla T4,0.0,4,0,3,False,0.0,False,False
B07QGWMTDY,smolvlm-500m,image_meta,A rectangular dining table with black legs. The table is 71 inches long and 71 inches wide. The legs are 12 inches long and 2 inches wide. The table is made of metal and has a natural finish. The table is lightweight and easy to move. It is perfect for a casual dining setting or a home office.,3.85,Tesla T4,0.75,4,1,58,False,0.9285714285714286,True,True
B07QGWMTDY,smolvlm-500m,image_only,A rectangular table with four black legs.,0.96,Tesla T4,0.25,4,1,7,False,1.0,True,True
B07XGTPDDF,smolvlm-500m,image_meta,"The Klepe men's black flyknit with memory foam running shoes are a great choice for those looking for a comfortable and stylish pair of shoes. These shoes are perfect for running, walking, or any other activity that requires a comfortable and stylish fit. The shoes have a slip-on design, which makes them easy to wear and remove. The mesh lining inside the shoes provides ventilation, which keeps the wearer cool and comfortable. The shoes also have a rubber sole, which provides extra support and protection for the feet. Overall, these shoes are a great option for anyone looking for a stylish and comfortable pair of running shoes.",5.53,Tesla T4,1.0,4,1,109,False,0.9428571428571428,True,True
B07XGTPDDF,smolvlm-500m,image_only,A pair of black slip on shoes. They are made of a smooth material and have a rubber sole. One practical benefit is that they are comfortable and slip on.,2.17,Tesla T4,0.5,4,1,30,True,1.0,False,True
B081LC75N6,smolvlm-500m,image_meta,"Eono MacBook Air 13 Pouces Coque 2019 2018 A1932 avec Retina Display, Coque Rigide& Protection Clavier&Protecteur d'écran Compatible avec MacBook Air 13 Pouces avec Touch ID, Marbre Bleu Noir.",3.7,Tesla T4,0.6666666666666666,3,0,31,False,0.925925925925926,True,False
B081LC75N6,smolvlm-500m,image_only,Laptop. MFC-750. White keyboard.,1.13,Tesla T4,0.0,3,1,5,False,1.0,True,True
B07QBMQQ34,smolvlm-500m,image_meta,"The Amazon Brand – Ravenna Home Tamarack Rocker Recliner is a plush, plush recliner designed for comfort and relaxation. It features a high back with a contoured design, providing a supportive backrest for back pain relief. The recliner is also equipped with adjustable armrests, making it easy to adjust the position for different activities. The recliner is made from high-quality, durable leather, which offers a long-lasting and comfortable fit. One practical benefit of this recliner is its ability to provide a restful and relaxing environment for users, making it a great choice for those seeking a comfortable and relaxing space to unwind.",7.11,Tesla T4,0.5,4,0,103,True,0.99,False,False
B07QBMQQ34,smolvlm-500m,image_only,This recliner is perfect for a long day at the office or a quick nap. Its plush cushions and sturdy frame make it a comfortable choice. One practical benefit is that it can be easily folded up for storage when not in use.,2.56,Tesla T4,0.25,4,0,43,True,1.0,False,False
B0748RH9L3,smolvlm-500m,image_meta,Scooped design for a snug fit.,0.73,Tesla T4,0.0,3,0,6,False,1.0,True,False
B0748RH9L3,smolvlm-500m,image_only,Auburn Leather Teddy Boots. Key features: 1. Black. 2. Button. 3. Fur pom. 4. Plain. 5. 3D. Practical benefit: 1. Comfort. 2. Style.,2.49,Tesla T4,0.3333333333333333,3,1,23,False,1.0,True,True
B08C2XWMD3,smolvlm-500m,image_meta,"A sturdy, lightweight, and portable drying rack made from high-quality U-shaped steel. It features a sleek, modern design with adjustable angles and a sturdy base that can be easily folded up for storage. The rack is ideal for storing clothes, drying clothes, or even for hanging items on a balcony or patio.",3.89,Tesla T4,0.5,4,0,54,False,1.0,True,False
B08C2XWMD3,smolvlm-500m,image_only,An open corner metal drying rack.,1.09,Tesla T4,0.0,4,1,6,False,1.0,True,True
B001BXBILA,smolvlm-500m,image_meta,"This Pinzon Blue Wine Opener is a great tool for opening wine bottles. It has a sleek, modern design with a comfortable grip, making it easy to use. The Foil Cutter and Corkscrew attachment makes it convenient to open corks and corkscrews.",3.13,Tesla T4,0.75,4,0,42,False,1.0,True,False
B001BXBILA,smolvlm-500m,image_only,A clamp. Blue. 3 pronged.,1.13,Tesla T4,0.25,4,0,5,False,1.0,True,False
B0824FH9GS,smolvlm-500m,image_meta,"The lamp is a contemporary metal table lamp with a dark bronze finish. It features a round, white tablecloth-like shade that is perfect for a formal setting. The lamp has a sleek, modern design with a clear glass accent that adds a touch of elegance. The LED bulb is energy-efficient and provides a warm, soft light. The lamp is also equipped with a built-in mercury glass accent that adds a decorative touch.",3.85,Tesla T4,0.75,4,1,75,False,0.9428571428571428,True,True
B0824FH9GS,smolvlm-500m,image_only,Lamp.,0.75,Tesla T4,0.25,4,0,1,False,0.0,False,False
B01FJECR34,smolvlm-500m,image_meta,"AmazonBasics is a portable Bluetooth speaker that comes with a 3.5mm stereo audio cable. The speaker is small and compact, making it easy to carry around. The 3.5mm stereo audio cable is long enough to connect the speaker to a stereo system or other audio devices.",3.66,Tesla T4,0.6666666666666666,3,0,48,False,0.9772727272727272,True,False
B01FJECR34,smolvlm-500m,image_only,This black device has 4 jacks on it. One of them is labeled 'o/n'. It also has a 4-pin XLR jack.,1.96,Tesla T4,0.3333333333333333,3,0,23,False,1.0,True,False
B072Y5MZQH,smolvlm-500m,image_meta,"AmazonBasics Classic Leather Office Desk Guest Chair with Metal Frame, Black. This chair is a great option for small spaces. It has a high back and armrests, making it comfortable to sit in. The metal frame is sturdy and will last for years to come.",2.99,Tesla T4,1.0,4,0,45,False,1.0,True,False
B072Y5MZQH,smolvlm-500m,image_only,Office Chair.,0.62,Tesla T4,0.25,4,0,2,False,0.0,False,False
B071GFDGZ9,smolvlm-500m,image_meta,"This shoe is a stylish and comfortable men's shoe. It has a smooth, light grey finish and a toe cap. The toe cap is made of a soft, leather-like material that provides a comfortable grip. The shoe is also very comfortable to wear, with a snug fit that keeps the wearer's feet warm in cold weather. One practical benefit of this shoe is that it is very easy to put on and take off, making it a great choice for everyday wear.",5.47,Tesla T4,0.3333333333333333,3,1,85,True,0.9875,False,True
B071GFDGZ9,smolvlm-500m,image_only,"A pair of brown leather shoes. They are simple in design with a lace-up front. The shoes have a smooth, polished finish. One practical benefit is that they are comfortable and stylish, making them perfect for casual occasions.",2.52,Tesla T4,0.3333333333333333,3,2,39,True,1.0,False,True
B07VGPT5P8,smolvlm-500m,image_meta,These slippers are perfect for cozy winter evenings or for a relaxing stroll. They have a sturdy sole for stability and a comfortable lining for warmth. The trim along the edge adds a touch of style and adds a bit of texture to the overall design.,2.37,Tesla T4,0.0,3,0,46,False,1.0,True,False
B07VGPT5P8,smolvlm-500m,image_only,SLEEVE.,0.69,Tesla T4,0.0,3,0,1,False,0.0,False,False
B075YLXVL5,smolvlm-500m,image_meta,"This 24-piece bottle rack is perfect for storing wine glasses. It has a rustic, rustic look and is made from natural stone. The rack is 5 inches wide, 7.75 inches deep, and 7.75 inches tall. It has a 5-inch shelf space for each bottle, which makes it easy to store multiple bottles of wine. The rack is also lightweight and easy to install, making it a great option for small spaces.",4.74,Tesla T4,1.0,4,0,75,False,0.9710144927536232,True,False
B075YLXVL5,smolvlm-500m,image_only,A wooden shelf. Key visible features: 16 slots. Practical benefit: It can hold a lot of items.,1.95,Tesla T4,0.0,4,1,17,False,1.0,True,True
B07R79Y9TS,smolvlm-500m,image_meta,"Amazon Brand - find. Chunky Leather Boat Shoe Blue, US 13. This boat shoe is made of suede and features a chunky sole.",1.68,Tesla T4,0.6666666666666666,3,0,22,False,1.0,True,False
B07R79Y9TS,smolvlm-500m,image_only,A dark blue boat shoe. It's made of suede. It's laced up. It's made for walking.,1.19,Tesla T4,0.3333333333333333,3,0,19,False,1.0,True,False
B0793FCB7J,smolvlm-500m,image_meta,"This Simple Joys by Carter's Chaussure de Sport Unisexe is a great choice for a child. It's lightweight and comfortable, perfect for a day out or a quick walk. The breathable mesh fabric keeps the child cool and dry, while the rubber sole provides good traction.",2.65,Tesla T4,0.3333333333333333,3,1,48,False,1.0,True,True
B0793FCB7J,smolvlm-500m,image_only,"Pink and white shoes. 
Key features: 
- elastic straps. 
- pink sole. 
- bright orange. 
- practical benefit: 
- no laces.",2.02,Tesla T4,0.3333333333333333,3,3,16,False,1.0,True,True
B07PHRTPT5,smolvlm-500m,image_meta,"The Hannah slip-on shoes are perfect for a casual day out or a night on the town. They feature a soft, cushioned upper for comfort and a white sole for a classic look. The slip-on design makes them easy to put on and take off, and the soft cushioning provides a comfortable cushioning for your feet.",3.91,Tesla T4,0.3333333333333333,3,1,58,False,1.0,True,True
B07PHRTPT5,smolvlm-500m,image_only,A slip on shoe. It's light pink. It's white on the bottom.,1.11,Tesla T4,0.3333333333333333,3,2,14,False,1.0,True,True
B074XXSSCV,smolvlm-500m,image_meta,"These bags are perfect for storing leftovers, snacks, or other small items. They are made from 100% recycled materials and are BPA-free. The double zipper design makes them easy to open and close, and they are also dishwasher safe for easy cleanup.",2.57,Tesla T4,0.3333333333333333,3,0,43,False,1.0,True,False
B074XXSSCV,smolvlm-500m,image_only,"A product called Double Zipper Storage Bags. 50 Quart size bags. 17"" x 17"" x 1.75"". 365. 100% recycled.",2.13,Tesla T4,0.6666666666666666,3,0,20,False,1.0,True,False
B07QGW2CDS,smolvlm-500m,image_meta,"Formal shoes, suitable for formal occasions. One practical benefit is that they are easy to put on and take off.",1.42,Tesla T4,0.25,4,0,20,True,1.0,False,False
B07QGW2CDS,smolvlm-500m,image_only,Leather shoes. They are simple and stylish. One practical benefit is that they are easy to put on and take off.,1.42,Tesla T4,0.25,4,0,21,True,1.0,False,False
B07YFFZRGR,smolvlm-500m,image_meta,"Concept 3 by Skechers is a stylish and comfortable loafer designed for men. The Igler style features a classic, yet stylish design with a light grey fabric that provides a comfortable and stylish look. The laces are a sturdy, yet comfortable option for a secure fit. The sole is made of durable rubber, ensuring durability and support. One practical benefit of this product is that it is a versatile footwear option, suitable for various occasions such as work, school, or casual outings.",5.33,Tesla T4,0.3333333333333333,3,2,82,True,1.0,False,True
B07YFFZRGR,smolvlm-500m,image_only,"""Skechers are a great choice for a casual day out. They're comfortable, stylish, and perfect for a night out on the town. One of the best things about Skechers is that they're made with high-quality materials. They're durable and long-lasting, and they're also very easy to care for. One of the best benefits of Skechers is that they're perfect for a night out on the town. They're comfortable, stylish, and perfect for a night out on the town. One of the best benefits of Skechers is that they're perfect for a night out on the town. They're comfortable, stylish, and perfect for a night out on the town. One of the best benefits of Skechers is",6.48,Tesla T4,0.3333333333333333,3,0,126,False,0.4912280701754385,False,False
B07V6N6F9Z,smolvlm-500m,image_meta,Wash me.,0.96,Tesla T4,0.0,4,0,2,False,0.0,False,False
B07V6N6F9Z,smolvlm-500m,image_only,Wash me.,0.93,Tesla T4,0.0,4,0,2,False,0.0,False,False
B076PYLZQX,smolvlm-500m,image_meta,This item is a 128-capacity CD/DVD wallet. It is black in color and has a handle for carrying. The wallet is made of a durable synthetic leather material for protection and comfort. It also has microfiber interior for easy cleaning and a hard PC case for protection.,3.47,Tesla T4,0.3333333333333333,3,0,49,False,1.0,True,False
B076PYLZQX,smolvlm-500m,image_only,This bag is black and has a handle. It's made of a smooth material. One practical benefit is that it's easy to carry.,1.79,Tesla T4,0.3333333333333333,3,0,25,True,1.0,False,False
B01NATWO42,smolvlm-500m,image_meta,"Slippers are a popular choice for casual wear. They are comfortable and stylish, and they come in a variety of colors. One practical benefit of wearing a red wagon boys' slipper is that it is a great choice for a child's first pair of shoes.",3.0,Tesla T4,0.6666666666666666,3,0,46,True,1.0,False,False
B01NATWO42,smolvlm-500m,image_only,"""This black leather shoes are suitable for school. It has a simple design and a comfortable fit. It's perfect for a casual day out or a quick walk.""",2.2,Tesla T4,0.3333333333333333,3,1,29,False,1.0,True,True
B0727RK4B8,smolvlm-500m,image_meta,"This set features a unique, handcrafted suta-ring and matching box. The suta-ring is crafted from a lightweight, polished metal, giving it a delicate and elegant appearance. The box is also made from the same metal, adding to its overall aesthetic appeal. The suta-ring is a perfect accessory for everyday wear, while the box can be used as a decorative piece or as a gift. The set is perfect for those who appreciate both the simplicity and elegance of handcrafted jewelry.",4.94,Tesla T4,0.25,4,1,83,False,0.9871794871794872,True,True
B0727RK4B8,smolvlm-500m,image_only,Jewelry. Key features: 1. Necklace 2. Earrings. Practical benefit: 1. Simple and elegant. 2. Reflects light.,2.15,Tesla T4,0.25,4,0,16,False,1.0,True,False
B001BQ8J2S,smolvlm-500m,image_meta,A pinzon capitola center glass dining table. This dining table is perfect for dining with family and friends. It has a square top with a glass center. The glass center is transparent and allows you to see the table's interior. The table is made of wood and has a dark brown finish.,3.14,Tesla T4,0.75,4,2,53,False,1.0,True,True
B001BQ8J2S,smolvlm-500m,image_only,A square table with a glass panel in the center.,1.36,Tesla T4,0.5,4,0,10,False,1.0,True,False
B00EQ5GHH0,smolvlm-500m,image_meta,"Pinzon Ultrasoft 300 Percale Cotton Fitted Sheet is a soft, plush, and comfortable mattress topper. It is perfect for those who love a soft, plush, and comfortable mattress topper. The fitted sheet is made from a soft, plush, and comfortable cotton fabric, which is perfect for those who love a soft, plush, and comfortable mattress topper. The fitted sheet is also hypoallergenic, so it is safe for people with allergies.",5.5,Tesla T4,0.75,4,0,70,False,0.6470588235294118,True,False
B00EQ5GHH0,smolvlm-500m,image_only,"A soft, plush mattress. It's perfect for a comfortable night's sleep. One practical benefit is that it's easy to put on and take off.",2.09,Tesla T4,0.25,4,0,27,True,1.0,False,False
B071GC11HX,smolvlm-500m,image_meta,This item is a great choice for a special occasion or a day out. The stiletto heel is perfect for a night out or a special event.,2.08,Tesla T4,0.0,3,0,27,False,1.0,True,False
B071GC11HX,smolvlm-500m,image_only,A pair of gold high heel sandals.  The ankle strap is adjustable.  The 3-inch heel is stiletto.  One practical benefit is that it's very comfortable to wear.,2.54,Tesla T4,0.3333333333333333,3,0,29,True,1.0,False,False
B07MNL95KM,smolvlm-500m,image_meta,"AmazonBasics - Set copripiumino per bambini, in microfibra, motivo: automobili- 135 x 200 cm + 80 x 80 cm. The product is a set of microfiber car pillows. The pillows are designed to be comfortable and soft, and they are perfect for keeping your baby warm and cozy. The pillows are made from microfiber, which is a durable and soft material. The pillows are also hypoallergenic, so they are safe for use on sensitive skin. The pillows are 135 x 200 cm and 80 x 80 cm in size.",6.39,Tesla T4,0.75,4,0,87,False,0.9310344827586208,True,False
B07MNL95KM,smolvlm-500m,image_only,"""This colorful pillowcase is perfect for a fun and cheerful bedtime routine. The design features a variety of bright, bold colors, including blue, green, orange, and white. The pillowcase is also lined with a soft, blue fabric for added comfort. One practical benefit of this pillowcase is that it can help to keep your baby's sleep schedule organized.",3.25,Tesla T4,0.25,4,4,59,True,1.0,False,True
B07WTN5BNF,smolvlm-500m,image_meta,"Flavia is a brand known for their stylish handbags. This particular handbag is black with a gold embossed logo on the front. The logo is rectangular and has a metallic finish. The bag is made of faux leather and features a braided design along the edges, adding a touch of elegance. The chain attached to the bag is gold and adds a luxurious touch. The bag is perfect for carrying small items such as a wallet, keys, or a phone. The braided design not only adds a stylish look but also provides a secure grip.",6.22,Tesla T4,1.0,4,1,95,False,0.978494623655914,True,True
B07WTN5BNF,smolvlm-500m,image_only,This clutch is black with a gold embossed logo. It has a long thin chain attached to it.,1.49,Tesla T4,0.25,4,1,18,False,1.0,True,True
B07W81PFCV,smolvlm-500m,image_meta,"AmazonBasics Wooden Jewelry/Watch Box with Glass Top - 2-Drawer, Black. This item is a great way to store jewelry and watches. It has a glass top so you can see what you have and what you're looking for. It also has two drawers, one for smaller items and one for larger items. This makes it easy to find what you need.",3.85,Tesla T4,1.0,3,0,63,False,1.0,True,False
B07W81PFCV,smolvlm-500m,image_only,This black jewelry organizer has compartments for all kinds of jewelry. It has a clear top so you can see what's inside. One drawer has a silver handle.,1.89,Tesla T4,0.6666666666666666,3,1,29,False,1.0,True,True
B0794VBBJK,smolvlm-500m,image_meta,This area rug is perfect for adding a touch of style to any room. Its chevron pattern is a great way to add a pop of color and make your space feel more inviting. One practical benefit of this rug is that it is easy to clean and maintain.,3.36,Tesla T4,0.3333333333333333,3,0,49,True,1.0,False,False
B0794VBBJK,smolvlm-500m,image_only,A light tan rug with a textured herringbone pattern. It's placed on a dark hardwood floor next to a chair.,1.9,Tesla T4,0.0,3,0,21,False,1.0,True,False
B076QFBFS5,smolvlm-500m,image_meta,"Solimo is a portable stove that is designed for camping and outdoor activities. It has a sturdy construction with a padded seat and a built-in warming element. The Solimo Voyager Rucksack is 43 liters in size and is made from durable polyester material. It features a padded seat for comfort and a warming element for easy warming. The Solimo Voyager Rucksack is lightweight and easy to carry, making it perfect for long hikes or camping trips.",4.13,Tesla T4,0.75,4,0,77,False,0.945945945945946,True,False
B076QFBFS5,smolvlm-500m,image_only,Solmo backpack. Solmo is a brand. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks. Solmo is a brand of backpacks.,6.53,Tesla T4,0.25,4,0,84,False,0.1341463414634146,False,False
B07MXY3SFN,smolvlm-500m,image_meta,"The 206 Collective is a stylish women's shoe made from black wool. It has a comfortable sole and a snug fit. One practical benefit of this shoe is that it is easy to put on and take off, making it convenient for everyday use.",2.34,Tesla T4,0.6666666666666666,3,0,45,True,1.0,False,False
B07MXY3SFN,smolvlm-500m,image_only,"ASICS. 
Black. 
Lace-up. 
Soft.",1.16,Tesla T4,0.3333333333333333,3,0,5,False,1.0,True,False
B07FY38FW1,smolvlm-500m,image_meta,This item is a KITCHEN oil pourer. It is made of plastic and is white in color. The oil pourer is designed to hold a large amount of oil. It has a capacity of 700ml.,2.13,Tesla T4,0.75,4,0,35,False,1.0,True,False
B07FY38FW1,smolvlm-500m,image_only,This cup is clear and has a lid. It's easy to see what's inside.,0.97,Tesla T4,0.0,4,0,16,False,1.0,True,False
B01MTEI8M6,smolvlm-500m,image_meta,"The Fix is a stylish and comfortable slip-on loafer that features a French design with floral embroidery. The embroidering adds a touch of color and personality to the loafers, making them a great choice for a variety of occasions. One practical benefit of this product is that it is a slip-on loafer, which means it can be worn on any surface without the need for laces.",4.21,Tesla T4,0.3333333333333333,3,0,68,True,1.0,False,False
